"","sub","item","cond","seq","Bnd_loc","tCross","tStarted","tCompleted","tChange","tActualChange","nextFlag","tNextFlag","tChangetoFixOnset","tChangetoFixOnset_VD"
"3620",41,61,3,20,618,2111790,2111800,2111801,1,11,"SFIX",2111965,-164,-156
"3621",41,72,2,21,618,2125017,2125029,2125030,1,13,"SFIX",2125218,-188,-180
"3622",41,1,3,22,618,2149994,2150005,2150006,1,12,"SFIX",2150211,-205,-197
"3623",41,31,3,23,618,2213986,2213988,2213994,6,8,"SFIX",2214027,-33,-25
"3624",41,26,1,24,618,2227212,2227214,2227221,7,9,"SFIX",2227286,-65,-57
"3625",41,80,1,25,618,2293099,2293102,2293107,5,8,"SFIX",2293161,-54,-46
"3626",41,90,2,26,618,2470743,2470746,2470747,1,4,"SFIX",2470805,-58,-50
"3627",41,73,3,27,618,2476605,2476611,2476613,2,8,"SFIX",2476647,-34,-26
"3628",41,63,2,28,618,2505901,2505904,2505905,1,4,"SFIX",2505965,-60,-52
"3629",41,14,1,29,618,2526664,2526667,2526668,1,4,"SFIX",2526730,-62,-54
"3630",41,54,2,30,618,2538684,2538686,2538687,1,3,"SFIX",2538752,-65,-57
"3631",41,7,3,31,618,2561940,2561952,2561954,2,14,"SFIX",2561989,-35,-27
"3632",41,55,3,32,618,2580811,2580814,2580814,0,3,"SFIX",2580876,-62,-54
"3633",41,75,2,33,618,2593560,2593577,2593579,2,19,"SFIX",2593767,-188,-180
"3634",41,37,3,34,618,2600417,2600423,2600428,5,11,"SFIX",2600467,-39,-31
"3635",41,41,1,35,618,2615870,2615872,2615874,2,4,"SFIX",2615934,-60,-52
"3636",41,76,3,36,618,2626025,2626027,2626029,2,4,"SFIX",2626094,-65,-57
"3637",41,62,1,37,618,2636586,2636592,2636594,2,8,"SFIX",2636632,-38,-30
"3638",41,45,2,38,618,2657946,2657950,2657954,4,8,"SFIX",2658019,-65,-57
"3639",41,36,2,39,618,2674928,2674931,2674935,4,7,"SFIX",2674978,-43,-35
"3640",41,79,3,40,618,2719683,2719693,2719697,4,14,"SFIX",2719877,-180,-172
"3641",41,2,1,41,618,2732533,2732533,2732534,1,1,"SFIX",2732591,-57,-49
"3642",41,77,1,42,618,2769763,2769766,2769771,5,8,"SFIX",2769810,-39,-31
"3643",41,43,3,43,618,2778206,2778221,2778223,2,17,"SFIX",2778388,-165,-157
"3644",41,18,2,44,618,2828114,2828121,2828123,2,9,"SFIX",2828161,-38,-30
"3645",41,15,2,45,618,2845810,2845813,2845814,1,4,"SFIX",2845860,-46,-38
"3646",41,25,3,46,618,2879916,2879919,2879920,1,4,"SFIX",2879975,-55,-47
"3647",41,44,1,47,618,2893095,2893099,2893104,5,9,"SFIX",2893157,-53,-45
"3648",41,42,2,48,618,2915211,2915215,2915220,5,9,"SFIX",2915254,-34,-26
"3649",41,30,2,49,618,2940851,2940854,2940855,1,4,"SFIX",2940918,-63,-55
"3650",41,12,2,50,618,2956654,2956661,2956663,2,9,"SFIX",2956700,-37,-29
"3651",41,74,1,51,618,2969781,2969783,2969784,1,3,"SFIX",2969847,-63,-55
"3652",41,49,3,52,618,3041780,3041783,3041790,7,10,"SFIX",3041828,-38,-30
"3653",41,29,1,53,618,3082571,3082574,3082575,1,4,"SFIX",3082626,-51,-43
"3654",41,8,1,54,618,3105467,3105468,3105470,2,3,"SFIX",3105514,-44,-36
"3655",41,53,1,55,618,3115764,3115766,3115768,2,4,"SFIX",3115812,-44,-36
"3656",41,22,3,56,618,3146076,3146080,3146081,1,5,"SFIX",3146133,-52,-44
"3657",41,11,1,57,618,3321094,3321097,3321098,1,4,"SFIX",3321141,-43,-35
"3658",41,27,2,58,618,3332478,3332488,3332494,6,16,"SFIX",3332684,-190,-182
"3659",41,38,1,59,618,3344004,3344007,3344008,1,4,"SFIX",3344046,-38,-30
"3660",41,17,1,60,618,3354948,3354950,3354952,2,4,"SFIX",3354982,-30,-22
"3661",41,68,1,61,618,3363984,3363985,3363987,2,3,"SFIX",3364053,-66,-58
"3662",41,60,2,62,618,3370941,3370943,3370945,2,4,"SFIX",3370978,-33,-25
"3663",41,84,2,63,618,3384312,3384315,3384316,1,4,"SFIX",3384356,-40,-32
"3664",41,9,2,64,618,3403681,3403684,3403688,4,7,"SFIX",3403731,-43,-35
"3665",41,46,3,65,618,3416217,3416219,3416224,5,7,"SFIX",3416273,-49,-41
"3666",41,23,1,66,618,3438887,3438897,3438898,1,11,"SFIX",3439095,-197,-189
"3667",41,19,3,67,618,3450524,3450530,3450536,6,12,"SFIX",3450568,-32,-24
"3668",41,24,2,68,618,3472847,3472850,3472852,2,5,"SFIX",3472901,-49,-41
"3669",41,48,2,69,618,3491720,3491723,3491724,1,4,"SFIX",3491765,-41,-33
"3670",41,16,3,70,618,3505194,3505197,3505198,1,4,"SFIX",3505246,-48,-40
"3671",41,69,2,71,618,3518191,3518194,3518195,1,4,"SFIX",3518231,-36,-28
"3672",41,78,2,72,618,3540618,3540621,3540622,1,4,"SFIX",3540665,-43,-35
"3673",41,20,1,73,618,3550687,3550689,3550691,2,4,"SFIX",3550725,-34,-26
"3674",41,10,3,74,618,3570693,3570696,3570700,4,7,"SFIX",3570742,-42,-34
"3675",41,51,2,75,618,3581700,3581721,3581728,7,28,"SFIX",3581744,-16,-8
"3676",41,35,1,76,618,3623413,3623416,3623421,5,8,"SFIX",3623454,-33,-25
"3677",41,21,2,77,618,3635054,3635057,3635058,1,4,"SFIX",3635100,-42,-34
"3678",41,33,2,78,618,3689245,3689246,3689248,2,3,"SFIX",3689302,-54,-46
"3679",41,88,3,79,618,3710603,3710604,3710606,2,3,"SFIX",3710638,-32,-24
"3680",41,39,2,80,618,3729539,3729541,3729544,3,5,"SFIX",3729560,-16,-8
"3681",41,70,3,81,618,3746758,3746762,3746766,4,8,"SFIX",3746800,-34,-26
"3682",41,66,2,82,618,3758440,3758443,3758448,5,8,"SFIX",3758489,-41,-33
"3683",41,71,1,83,618,3765109,3765112,3765118,6,9,"SFIX",3765156,-38,-30
"3684",41,58,3,84,618,3781344,3781347,3781349,2,5,"SFIX",3781398,-49,-41
"3685",41,5,1,85,618,3791876,3791879,3791880,1,4,"SFIX",3791917,-37,-29
"3686",41,56,1,86,618,3835504,3835507,3835508,1,4,"SFIX",3835559,-51,-43
"3687",41,13,3,87,618,3851097,3851100,3851104,4,7,"SFIX",3851137,-33,-25
"3688",41,52,3,88,618,3877080,3877083,3877088,5,8,"SFIX",3877118,-30,-22
"3689",41,32,1,89,618,3906258,3906261,3906266,5,8,"SFIX",3906308,-42,-34
"3690",41,59,1,90,618,3918101,3918103,3918106,3,5,"SFIX",3918135,-29,-21
"3691",42,77,2,1,618,6688800,6688802,6688804,2,4,"SFIX",6688820,-16,-8
"3692",42,14,2,2,618,6703840,6703843,6703844,1,4,"SFIX",6703859,-15,-7
"3693",42,55,1,3,618,6712819,6712822,6712823,1,4,"SFIX",6712848,-25,-17
"3694",42,5,2,4,618,6734824,6734827,6734828,1,4,"SFIX",6734846,-18,-10
"3695",42,85,1,5,618,6751729,6751732,6751733,1,4,"SFIX",6751789,-56,-48
"3696",42,86,2,6,618,6769922,6769926,6769928,2,6,"SFIX",6770102,-174,-166
"3697",42,28,1,7,618,6775789,6775792,6775793,1,4,"SFIX",6775808,-15,-7
"3698",42,53,2,8,618,6792299,6792300,6792303,3,4,"SFIX",6792333,-30,-22
"3699",42,33,3,9,618,6810816,6810818,6810821,3,5,"SFIX",6810855,-34,-26
"3700",42,67,1,10,618,6833558,6833561,6833562,1,4,"SFIX",6833604,-42,-34
"3701",42,64,1,11,618,6841147,6841151,6841158,7,11,"SFIX",6841190,-32,-24
"3702",42,41,2,12,618,6853738,6853740,6853746,6,8,"SFIX",6853771,-25,-17
"3703",42,31,1,13,618,6875855,6875858,6875859,1,4,"SFIX",6875894,-35,-27
"3704",42,35,2,14,618,6901763,6901766,6901767,1,4,"SFIX",6901807,-40,-32
"3705",42,78,3,15,618,6917827,6917830,6917831,1,4,"SFIX",6917851,-20,-12
"3706",42,26,2,16,618,6949559,6949561,6949563,2,4,"SFIX",6949581,-18,-10
"3707",42,4,1,17,618,6958292,6958295,6958296,1,4,"SFIX",6958353,-57,-49
"3708",42,75,3,18,618,6984089,6984091,6984093,2,4,"SFIX",6984127,-34,-26
"3709",42,34,1,19,618,6990673,6990676,6990677,1,4,"SFIX",6990715,-38,-30
"3710",42,25,1,20,618,7007655,7007658,7007664,6,9,"SFIX",7007676,-12,-4
"3711",42,11,2,21,618,7029996,7030004,7030011,7,15,"SFIX",7030144,-133,-125
"3712",42,12,3,22,618,7045407,7045409,7045410,1,3,"SFIX",7045448,-38,-30
"3713",42,83,2,23,618,7056281,7056283,7056285,2,4,"SFIX",7056318,-33,-25
"3714",42,79,1,24,618,7204670,7204673,7204677,4,7,"SFIX",7204698,-21,-13
"3715",42,80,2,25,618,7216164,7216168,7216173,5,9,"SFIX",7216203,-30,-22
"3716",42,42,3,26,618,7223057,7223060,7223065,5,8,"SFIX",7223088,-23,-15
"3717",42,8,2,27,618,7272495,7272498,7272499,1,4,"SFIX",7272522,-23,-15
"3718",42,87,3,28,618,7295677,7295680,7295681,1,4,"SFIX",7295713,-32,-24
"3719",42,52,1,29,618,7302661,7302664,7302665,1,4,"SFIX",7302704,-39,-31
"3720",42,30,3,30,618,7329383,7329386,7329392,6,9,"SFIX",7329412,-20,-12
"3721",42,43,1,31,618,7361409,7361412,7361413,1,4,"SFIX",7361442,-29,-21
"3722",42,16,1,32,618,7378221,7378224,7378230,6,9,"SFIX",7378261,-31,-23
"3723",42,10,1,33,618,7388502,7388505,7388509,4,7,"SFIX",7388535,-26,-18
"3724",42,24,3,34,618,7397277,7397280,7397284,4,7,"SFIX",7397308,-24,-16
"3725",42,18,3,35,618,7408313,7408316,7408317,1,4,"SFIX",7408358,-41,-33
"3726",42,9,3,36,618,7417334,7417338,7417341,3,7,"SFIX",7417362,-21,-13
"3727",42,6,3,37,618,7427004,7427007,7427008,1,4,"SFIX",7427036,-28,-20
"3728",42,70,1,38,618,7445049,7445051,7445053,2,4,"SFIX",7445074,-21,-13
"3729",42,90,3,39,618,7461087,7461089,7461090,1,3,"SFIX",7461117,-27,-19
"3730",42,19,1,40,618,7467596,7467598,7467600,2,4,"SFIX",7467628,-28,-20
"3731",42,1,1,41,618,7476454,7476457,7476458,1,4,"SFIX",7476489,-31,-23
"3732",42,71,2,42,618,7491977,7491979,7491987,8,10,"SFIX",7492009,-22,-14
"3733",42,84,3,43,618,7497272,7497274,7497276,2,4,"SFIX",7497313,-37,-29
"3734",42,37,1,44,618,7503923,7503927,7503928,1,5,"SFIX",7503963,-35,-27
"3735",42,48,3,45,618,7514142,7514144,7514152,8,10,"SFIX",7514182,-30,-22
"3736",42,7,1,46,618,7548452,7548455,7548456,1,4,"SFIX",7548485,-29,-21
"3737",42,60,3,47,618,7557697,7557700,7557701,1,4,"SFIX",7557738,-37,-29
"3738",42,21,3,48,618,7568907,7568908,7568915,7,8,"SFIX",7568927,-12,-4
"3739",42,58,1,49,618,7577775,7577778,7577780,2,5,"SFIX",7577810,-30,-22
"3740",42,49,1,50,618,7597445,7597448,7597449,1,4,"SFIX",7597485,-36,-28
"3741",42,46,1,51,618,7606972,7606975,7606976,1,4,"SFIX",7607013,-37,-29
"3742",42,3,3,52,618,7635135,7635138,7635139,1,4,"SFIX",7635173,-34,-26
"3743",42,56,2,53,618,7649852,7649854,7649855,1,3,"SFIX",7649879,-24,-16
"3744",42,61,1,54,618,7665253,7665254,7665261,7,8,"SFIX",7665279,-18,-10
"3745",42,22,1,55,618,7769851,7769854,7769859,5,8,"SFIX",7769892,-33,-25
"3746",42,57,3,56,618,7785056,7785060,7785061,1,5,"SFIX",7785082,-21,-13
"3747",42,27,3,57,618,7793140,7793142,7793144,2,4,"SFIX",7793162,-18,-10
"3748",42,54,3,58,618,7807535,7807538,7807539,1,4,"SFIX",7807556,-17,-9
"3749",42,36,3,59,618,7828368,7828370,7828377,7,9,"SFIX",7828399,-22,-14
"3750",42,29,2,60,618,7842601,7842603,7842603,0,2,"SFIX",7842617,-14,-6
"3751",42,40,1,61,618,7851363,7851365,7851367,2,4,"SFIX",7851390,-23,-15
"3752",42,66,3,62,618,7860257,7860260,7860267,7,10,"SFIX",7860301,-34,-26
"3753",42,63,3,63,618,7901092,7901095,7901098,3,6,"SFIX",7901124,-26,-18
"3754",42,17,2,64,618,7918640,7918642,7918648,6,8,"SFIX",7918677,-29,-21
"3755",42,23,2,65,618,7929377,7929379,7929381,2,4,"SFIX",7929408,-27,-19
"3756",42,15,3,66,618,7942889,7942892,7942893,1,4,"SFIX",7942930,-37,-29
"3757",42,13,1,67,618,7952613,7952616,7952619,3,6,"SFIX",7952652,-33,-25
"3758",42,89,2,68,618,7976417,7976420,7976421,1,4,"SFIX",7976451,-30,-22
"3759",42,2,2,69,618,7988581,7988583,7988585,2,4,"SFIX",7988598,-13,-5
"3760",42,76,1,70,618,8002911,8002913,8002915,2,4,"SFIX",8002952,-37,-29
"3761",42,62,2,71,618,8008827,8008830,8008835,5,8,"SFIX",8008848,-13,-5
"3762",42,72,3,72,618,8016504,8016506,8016507,1,3,"SFIX",8016541,-34,-26
"3763",42,44,2,73,618,8028549,8028551,8028553,2,4,"SFIX",8028590,-37,-29
"3764",42,38,2,74,618,8038901,8038904,8038908,4,7,"SFIX",8038930,-22,-14
"3765",42,74,2,75,618,8064257,8064260,8064264,4,7,"SFIX",8064306,-42,-34
"3766",42,81,3,76,618,8070355,8070357,8070359,2,4,"SFIX",8070386,-27,-19
"3767",42,88,1,77,618,8076367,8076370,8076378,8,11,"SFIX",8076410,-32,-24
"3768",42,20,2,78,618,8092585,8092592,8092593,1,8,"SFIX",8092692,-99,-91
"3769",42,69,3,79,618,8107410,8107413,8107416,3,6,"SFIX",8107452,-36,-28
"3770",42,59,2,80,618,8112651,8112654,8112657,3,6,"SFIX",8112682,-25,-17
"3771",42,65,2,81,618,8125171,8125173,8125179,6,8,"SFIX",8125201,-22,-14
"3772",42,68,2,82,618,8134516,8134519,8134520,1,4,"SFIX",8134551,-31,-23
"3773",42,73,1,83,618,8139324,8139327,8139328,1,4,"SFIX",8139339,-11,-3
"3774",42,50,2,84,618,8154989,8154992,8154993,1,4,"SFIX",8155038,-45,-37
"3775",42,45,3,85,618,8170032,8170035,8170040,5,8,"SFIX",8170076,-36,-28
"3776",42,82,1,86,618,8180125,8180128,8180130,2,5,"SFIX",8180161,-31,-23
"3777",42,51,3,87,618,8189356,8189359,8189360,1,4,"SFIX",8189387,-27,-19
"3778",42,39,3,88,618,8197208,8197211,8197215,4,7,"SFIX",8197251,-36,-28
"3779",42,47,2,89,618,8206348,8206351,8206353,2,5,"SFIX",8206362,-9,-1
"3780",42,32,2,90,618,8216054,8216057,8216063,6,9,"SFIX",8216074,-11,-3
"3781",43,46,2,1,618,297594,297600,297601,1,7,"SFIX",297644,-43,-35
"3782",43,50,3,2,618,308049,308062,308063,1,14,"SFIX",308090,-27,-19
"3783",43,78,1,3,618,318798,318805,318807,2,9,"SFIX",318843,-36,-28
"3784",43,57,1,4,618,324815,324821,324823,2,8,"SFIX",324857,-34,-26
"3785",43,8,3,5,618,344867,344871,344872,1,5,"SFIX",344908,-36,-28
"3786",43,58,2,6,618,383221,383224,383225,1,4,"SFIX",383258,-33,-25
"3787",43,71,3,7,618,391093,391095,391097,2,4,"SFIX",391134,-37,-29
"3788",43,7,2,8,618,413170,413178,413184,6,14,"SFIX",413218,-34,-26
"3789",43,84,1,9,618,422488,422496,422499,3,11,"SFIX",422663,-164,-156
"3790",43,65,3,10,618,430191,430201,430202,1,11,"SFIX",430356,-154,-146
"3791",43,26,3,11,618,436407,436412,436414,2,7,"SFIX",436446,-32,-24
"3792",43,13,2,12,618,453575,453590,453591,1,16,"SFIX",453615,-24,-16
"3793",43,43,2,13,618,478279,478288,478289,1,10,"SFIX",478447,-158,-150
"3794",43,75,1,14,618,494707,494709,494711,2,4,"SFIX",494751,-40,-32
"3795",43,41,3,15,618,538834,538837,538838,1,4,"SFIX",538868,-30,-22
"3796",43,90,1,16,618,558365,558370,558372,2,7,"SFIX",558414,-42,-34
"3797",43,85,2,17,618,566087,566090,566091,1,4,"SFIX",566127,-36,-28
"3798",43,40,2,18,618,574147,574154,574155,1,8,"SFIX",574288,-133,-125
"3799",43,86,3,19,618,610025,610031,610033,2,8,"SFIX",610195,-162,-154
"3800",43,33,1,20,618,624091,624107,624114,7,23,"SFIX",624135,-21,-13
"3801",43,60,1,21,618,632665,632671,632673,2,8,"SFIX",632815,-142,-134
"3802",43,49,2,22,618,649686,649695,649701,6,15,"SFIX",649839,-138,-130
"3803",43,63,1,23,618,686055,686075,686077,2,22,"SFIX",686092,-15,-7
"3804",43,68,3,24,618,691609,691612,691613,1,4,"SFIX",691674,-61,-53
"3805",43,45,1,25,618,699207,699209,699211,2,4,"SFIX",699255,-44,-36
"3806",43,21,1,26,618,734263,734274,734278,4,15,"SFIX",734423,-145,-137
"3807",43,14,3,27,618,848143,848150,848156,6,13,"SFIX",848303,-147,-139
"3808",43,74,3,28,618,861615,861622,861623,1,8,"SFIX",861662,-39,-31
"3809",43,64,2,29,618,881868,881871,881872,1,4,"SFIX",881913,-41,-33
"3810",43,66,1,30,618,894873,894877,894877,0,4,"SFIX",894912,-35,-27
"3811",43,23,3,31,618,902223,902229,902234,5,11,"SFIX",902265,-31,-23
"3812",43,22,2,32,618,933606,933612,933613,1,7,"SFIX",933643,-30,-22
"3813",43,87,1,33,618,943396,943399,943400,1,4,"SFIX",943431,-31,-23
"3814",43,11,3,34,618,951107,951115,951116,1,9,"SFIX",951151,-35,-27
"3815",43,55,2,35,618,959610,959622,959624,2,14,"SFIX",959643,-19,-11
"3816",43,4,2,36,618,966701,966717,966724,7,23,"SFIX",966744,-20,-12
"3817",43,79,2,37,618,975137,975145,975147,2,10,"SFIX",975321,-174,-166
"3818",43,27,1,38,618,994674,994684,994686,2,12,"SFIX",994714,-28,-20
"3819",43,83,3,39,618,1004462,1004472,1004479,7,17,"SFIX",1004501,-22,-14
"3820",43,67,2,40,618,1019698,1019706,1019708,2,10,"SFIX",1019861,-153,-145
"3821",43,44,3,41,618,1049208,1049215,1049217,2,9,"SFIX",1049255,-38,-30
"3822",43,9,1,42,618,1098630,1098630,1098636,6,6,"SFIX",1098673,-37,-29
"3823",43,56,3,43,618,1136639,1136658,1136663,5,24,"SFIX",1136677,-14,-6
"3824",43,61,2,44,618,1195134,1195139,1195145,6,11,"SFIX",1195306,-161,-153
"3825",43,70,2,45,618,1214809,1214811,1214816,5,7,"SFIX",1214843,-27,-19
"3826",43,19,2,46,618,1239644,1239651,1239655,4,11,"SFIX",1239787,-132,-124
"3827",43,18,1,47,618,1252821,1252830,1252834,4,13,"SFIX",1252993,-159,-151
"3828",43,52,2,48,618,1265622,1265624,1265630,6,8,"SFIX",1265667,-37,-29
"3829",43,80,3,49,618,1285635,1285639,1285640,1,5,"SFIX",1285664,-24,-16
"3830",43,54,1,50,618,1298402,1298404,1298409,5,7,"SFIX",1298436,-27,-19
"3831",43,29,3,51,618,1324950,1324955,1324957,2,7,"SFIX",1324991,-34,-26
"3832",43,39,1,52,618,1333608,1333610,1333612,2,4,"SFIX",1333654,-42,-34
"3833",43,53,3,53,618,1342285,1342287,1342290,3,5,"SFIX",1342324,-34,-26
"3834",43,42,1,54,618,1472822,1472829,1472833,4,11,"SFIX",1472995,-162,-154
"3835",43,72,1,55,618,1482380,1482382,1482386,4,6,"SFIX",1482424,-38,-30
"3836",43,47,3,56,618,1487355,1487361,1487361,0,6,"SFIX",1487396,-35,-27
"3837",43,3,1,57,618,1502460,1502469,1502471,2,11,"SFIX",1502502,-31,-23
"3838",43,48,1,58,618,1520994,1521000,1521001,1,7,"SFIX",1521037,-36,-28
"3839",43,35,3,59,618,1536184,1536186,1536187,1,3,"SFIX",1536232,-45,-37
"3840",43,25,2,60,618,1548435,1548437,1548443,6,8,"SFIX",1548464,-21,-13
"3841",43,73,2,61,618,1572150,1572156,1572157,1,7,"SFIX",1572189,-32,-24
"3842",43,12,1,62,618,1584508,1584522,1584524,2,16,"SFIX",1584553,-29,-21
"3843",43,62,3,63,618,1596191,1596200,1596202,2,11,"SFIX",1596372,-170,-162
"3844",43,20,3,64,618,1604067,1604070,1604071,1,4,"SFIX",1604095,-24,-16
"3845",43,6,1,65,618,1618541,1618549,1618551,2,10,"SFIX",1618583,-32,-24
"3846",43,17,3,66,618,1628886,1628888,1628889,1,3,"SFIX",1628925,-36,-28
"3847",43,76,2,67,618,1678178,1678192,1678196,4,18,"SFIX",1678219,-23,-15
"3848",43,81,1,68,618,1701795,1701798,1701803,5,8,"SFIX",1701842,-39,-31
"3849",43,1,2,69,618,1707852,1707860,1707863,3,11,"SFIX",1707891,-28,-20
"3850",43,37,2,70,618,1718775,1718776,1718777,1,2,"SFIX",1718806,-29,-21
"3851",43,24,1,71,618,1728072,1728075,1728076,1,4,"SFIX",1728134,-58,-50
"3852",43,28,2,72,618,1754218,1754222,1754224,2,6,"SFIX",1754244,-20,-12
"3853",43,30,1,73,618,1762449,1762454,1762456,2,7,"SFIX",1762493,-37,-29
"3854",43,88,2,74,618,1777839,1777847,1777848,1,9,"SFIX",1777998,-150,-142
"3855",43,5,3,75,618,1785139,1785148,1785150,2,11,"SFIX",1785179,-29,-21
"3856",43,15,1,76,618,1796869,1796880,1796881,1,12,"SFIX",1797094,-213,-205
"3857",43,59,3,77,618,1807149,1807156,1807157,1,8,"SFIX",1807194,-37,-29
"3858",43,69,1,78,618,1816733,1816736,1816737,1,4,"SFIX",1816779,-42,-34
"3859",43,10,2,79,618,1837297,1837317,1837321,4,24,"SFIX",1837337,-16,-8
"3860",43,2,3,80,618,1851420,1851422,1851424,2,4,"SFIX",1851482,-58,-50
"3861",43,89,3,81,618,1860158,1860165,1860167,2,9,"SFIX",1860205,-38,-30
"3862",43,32,3,82,618,1874619,1874621,1874627,6,8,"SFIX",1874669,-42,-34
"3863",43,16,2,83,618,1888097,1888100,1888101,1,4,"SFIX",1888144,-43,-35
"3864",43,31,2,84,618,1902496,1902499,1902504,5,8,"SFIX",1902539,-35,-27
"3865",43,34,2,85,618,1910421,1910423,1910429,6,8,"SFIX",1910478,-49,-41
"3866",43,36,1,86,618,1920522,1920525,1920526,1,4,"SFIX",1920569,-43,-35
"3867",43,38,3,87,618,1929744,1929747,1929753,6,9,"SFIX",1929791,-38,-30
"3868",43,51,1,88,618,1945534,1945540,1945542,2,8,"SFIX",1945664,-122,-114
"3869",43,82,2,89,618,1954730,1954733,1954734,1,4,"SFIX",1954765,-31,-23
"3870",43,77,3,90,618,1977059,1977062,1977064,2,5,"SFIX",1977206,-142,-134
"3871",44,88,3,1,618,5248265,5248280,5248281,1,16,"SFIX",5248521,-240,-232
"3872",44,25,3,2,618,5261399,5261420,5261422,2,23,"SFIX",5261575,-153,-145
"3873",44,68,1,3,618,5310745,5310747,5310749,2,4,"SFIX",5310782,-33,-25
"3874",44,53,1,4,618,5332314,5332326,5332328,2,14,"SFIX",5332511,-183,-175
"3875",44,77,1,5,618,5358867,5358873,5358874,1,7,"SFIX",5358978,-104,-96
"3876",44,78,2,6,618,5375785,5375788,5375793,5,8,"SFIX",5375817,-24,-16
"3877",44,21,2,7,618,5386562,5386566,5386570,4,8,"SFIX",5386595,-25,-17
"3878",44,15,2,8,618,5419152,5419162,5419166,4,14,"SFIX",5419368,-202,-194
"3879",44,72,2,9,618,5438485,5438488,5438489,1,4,"SFIX",5438520,-31,-23
"3880",44,22,3,10,618,5450346,5450349,5450354,5,8,"SFIX",5450379,-25,-17
"3881",44,19,3,11,618,5464251,5464265,5464268,3,17,"SFIX",5464452,-184,-176
"3882",44,38,1,12,618,5481364,5481377,5481384,7,20,"SFIX",5481569,-185,-177
"3883",44,90,2,13,618,5513095,5513105,5513107,2,12,"SFIX",5513308,-201,-193
"3884",44,27,2,14,618,5553841,5553851,5553853,2,12,"SFIX",5554083,-230,-222
"3885",44,41,1,15,618,5576705,5576742,5576746,4,41,"SFIX",5576837,-91,-83
"3886",44,7,3,16,618,5623858,5623858,5623859,1,1,"SFIX",5623950,-91,-83
"3887",44,1,3,17,618,5682332,5682334,5682336,2,4,"SFIX",5682366,-30,-22
"3888",44,58,3,18,618,5714204,5714218,5714220,2,16,"SFIX",5714401,-181,-173
"3889",44,62,1,19,618,5730323,5730334,5730335,1,12,"SFIX",5730537,-202,-194
"3890",44,18,2,20,618,5982522,5982528,5982529,1,7,"SFIX",5982595,-66,-58
"3891",44,20,1,21,618,6032945,6032945,6032946,1,1,"SFIX",6033075,-129,-121
"3892",44,44,1,22,618,6075998,6076001,6076002,1,4,"SFIX",6076031,-29,-21
"3893",44,10,3,23,618,6099798,6099805,6099806,1,8,"SFIX",6099941,-135,-127
"3894",44,12,2,24,618,6188292,6188295,6188296,1,4,"SFIX",6188330,-34,-26
"3895",44,63,2,25,618,6226495,6226498,6226504,6,9,"SFIX",6226529,-25,-17
"3896",44,26,1,26,618,6244207,6244214,6244219,5,12,"SFIX",6244309,-90,-82
"3897",44,4,3,27,618,6411601,6411609,6411611,2,10,"SFIX",6411754,-143,-135
"3898",44,47,1,28,618,6428378,6428399,6428400,1,22,"SFIX",6428461,-61,-53
"3899",44,31,3,29,618,6454642,6454648,6454649,1,7,"SFIX",6454821,-172,-164
"3900",44,45,2,30,618,6474916,6474929,6474931,2,15,"SFIX",6475125,-194,-186
"3901",44,52,3,31,618,6546008,6546013,6546014,1,6,"SFIX",6546154,-140,-132
"3902",44,56,1,32,618,6579107,6579112,6579114,2,7,"SFIX",6579286,-172,-164
"3903",44,51,2,33,618,6610605,6610605,6610607,2,2,"SFIX",6610652,-45,-37
"3904",44,36,2,34,618,6646175,6646180,6646182,2,7,"SFIX",6646476,-294,-286
"3905",44,13,3,35,618,6671007,6671010,6671012,2,5,"SFIX",6671250,-238,-230
"3906",44,54,2,36,618,6745311,6745313,6745316,3,5,"SFIX",6745342,-26,-18
"3907",44,6,2,37,618,6781576,6781581,6781582,1,6,"SFIX",6781795,-213,-205
"3908",44,65,1,38,618,6799771,6799776,6799777,1,6,"SFIX",6800061,-284,-276
"3909",44,60,2,39,618,6809348,6809353,6809355,2,7,"SFIX",6809589,-234,-226
"3910",44,59,1,40,618,6933788,6933794,6933795,1,7,"SFIX",6933996,-201,-193
"3911",44,14,1,41,618,6991765,6991772,6991774,2,9,"SFIX",6991809,-35,-27
"3912",44,11,1,42,618,7015227,7015235,7015237,2,10,"SFIX",7015436,-199,-191
"3913",44,87,2,43,618,7043202,7043210,7043212,2,10,"SFIX",7043485,-273,-265
"3914",44,86,1,44,618,7075620,7075629,7075631,2,11,"SFIX",7075860,-229,-221
"3915",44,42,2,45,618,7096085,7096094,7096096,2,11,"SFIX",7096292,-196,-188
"3916",44,16,3,46,618,7129805,7129805,7129806,1,1,"SFIX",7129976,-170,-162
"3917",44,46,3,47,618,7159823,7159830,7159831,1,8,"SFIX",7160014,-183,-175
"3918",44,64,3,48,618,7180610,7180613,7180614,1,4,"SFIX",7180797,-183,-175
"3919",44,70,3,49,618,7188204,7188204,7188205,1,1,"SFIX",7188282,-77,-69
"3920",44,57,2,50,618,7245316,7245320,7245325,5,9,"SFIX",7245535,-210,-202
"3921",44,2,1,51,618,7259984,7259984,7259986,2,2,"SFIX",7260065,-79,-71
"3922",44,43,3,52,618,7289185,7289189,7289190,1,5,"SFIX",7289440,-250,-242
"3923",44,30,2,53,618,7307515,7307519,7307523,4,8,"SFIX",7307792,-269,-261
"3924",44,71,1,54,618,7329243,7329247,7329253,6,10,"SFIX",7329562,-309,-301
